link,Date,Name
https://web.facebook.com/MMushtaqYusufzai/posts/776480149433378?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/776257929455600?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/777143709367022?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/777074392707287?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/777655872649139?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/777417202673006?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://www.facebook.com/MMushtaqYusufzai/posts/777685362646190?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://www.facebook.com/MMushtaqYusufzai/posts/777682372646489?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://www.facebook.com/MMushtaqYusufzai/posts/778366082578118?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://www.facebook.com/MMushtaqYusufzai/posts/778342369247156?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/781163052298421?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/781162202298506?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/787958081618918?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/787951828286210?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/788563151558411?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/788324771582249?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/789781591436567?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/789434744804585?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/790423228039070?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/790101064737953?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/792053441209382?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/792039561210770?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/797498707331522,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/796772727404120,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/798443647237028,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/802823333465726,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/802747046806688,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/803553286726064,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/803505160064210,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/804119986669394,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/805996213148438,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/805987779815948,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/806536226427770,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/806384563109603,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/806556446425748,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/807682819646444,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/807435456337847,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/808411552906904,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/808373542910705,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/808778766203516,before 20-sep-2019,Mushtaq
https://web.facebook.com/MMushtaqYusufzai/posts/808618599552866,before 20-sep-2019,Mushtaq
https://web.facebook.com/asif.mahmood.1671/posts/2237572433031199?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2237489113039531?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2246885185433257?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2246769878778121?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2250031848451924?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2250003185121457?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2251844868270622?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2250914248363684?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://www.facebook.com/asif.mahmood.1671/posts/2253649971423445?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://www.facebook.com/asif.mahmood.1671/posts/2252016241586818?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://www.facebook.com/asif.mahmood.1671/posts/2253979864723789?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2262733927181716?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2261606170627825?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2264704776984631?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2264603013661474?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2283759045079204?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2282431668545275?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2285721054883003?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2284024001719375?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2289610597827382?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2286144841507291?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2291754007613041?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2296439953811113?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2296025963852512?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2313023738819401,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2311954862259622,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2315920151863093,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2315605165227925,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2319270578194717,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2330611140393994,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2329055817216193,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2332578966863878,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2331080400347068,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2335054353283006,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2341417632646678,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2341611239293984,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2343627139092394,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2342503072538134,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2345093612279080,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2344783178976790,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2346750408780067,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2346373742151067,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2348537248601383,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2347178268737281,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2351466901641751,before 20-sep-2019,Asif mehmood
https://web.facebook.com/asif.mahmood.1671/posts/2349797828475325,before 20-sep-2019,Asif mehmood
https://web.facebook.com/zahid.mughal.5895/posts/2359041790855882?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2368545076572220?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2367871679972893?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2369739216452806?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2370497893043605?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://www.facebook.com/zahid.mughal.5895/posts/2370497893043605?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://www.facebook.com/zahid.mughal.5895/posts/2369739216452806?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2382059245220803?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2379690868790974?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2383825228377538?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2400347380058656?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2400188453407882?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2401942456565815?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2403822556377805?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2407377722688955?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2411898805570180?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2411875252239202?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2425857214174339,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2442192475874146,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2441293899297337,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2443107722449288,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2442915552468505,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2444410628985664,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2450508828375844,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2449563268470400,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2448717598554967,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2452483391511721,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2452367578189969,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2454226831337377,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2453950664698327,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2455056837921043,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2456077344485659,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2455779217848805,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2458339430926117,before 20-sep-2019,Zahid mughal
https://web.facebook.com/zahid.mughal.5895/posts/2458078950952165,before 20-sep-2019,Zahid mughal
https://web.facebook.com/mohammad.f.haris/posts/10157887911124903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157901485614903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157895677854903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157904804159903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://www.facebook.com/mohammad.f.haris/posts/10157911276144903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://www.facebook.com/mohammad.f.haris/posts/10157904804159903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157926111779903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157919100059903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157927705579903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157926859569903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157957793074903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157956653409903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157965811069903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157963824149903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157975119394903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157969397964903?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157999835819903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10157997682434903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158005476094903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158003186554903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158006765404903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158022508434903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158021947399903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158025323984903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158024044344903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158027878909903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158026997554903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158036570579903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158034817729903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158040017189903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158040002364903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158044961099903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158043805084903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/mohammad.f.haris/posts/10158047594139903,before 20-sep-2019,Mohammad Fahad Haris
https://web.facebook.com/abdullah.adam49/posts/548846708956209?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/548322309008649?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://www.facebook.com/abdullah.adam49/posts/548846708956209?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://www.facebook.com/abdullah.adam49/posts/548322309008649?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/647418462432366?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/645725502601662?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/649432985564247?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/648812668959612?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/651436722030540?comment_tracking=%7B%22tn%22%3A%22O%22%7D,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/656190364888509,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/656121484895397,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/658326898008189,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/658190838021795,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/659027721271440,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/660326711141541,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/663714874136058,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/663553384152207,before 20-sep-2019,Abdullah Adam
https://web.facebook.com/abdullah.adam49/posts/665664433941102,before 20-sep-2019,Abdullah Adam
