Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,29512000,36696000,39400000,45015000,93070000,67383000,114310000,132158000,195223000,856294000,540301000,810866000,1180091000,201804000,228814000,277475000,381151000,352375000,555041000,452044000,501486000,502109000,488910000,492518000,491612000,725621000,626572000,1066987000,771816000,1096850000,1076118000,1063481000,1463455000,1279995000,2601849000,3047898000,2877564000,2339563000,1484592000,7276586000,1259047000,1848524000,1918079000,2282617000,3052854000,3763869000,3805816000,4283954000
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,224705000,186578000,275299000,386623000,242943000,191885000,169131000,188003000,190907000,207160000,343011000,481470000,600460000,718169000,944596000,1394963000,1239123000,820922000,1203207000,1484445000,1703563000,1641928000,1428759000,971027000,917173000,893742000,1028349000,1070037000,962737000,1208105000,1099692000,1112252000,1278506000,1999279000,1418074000,1575591000,1628965000,1967311000,2343576000,2051178000,2162539000,2853379000,2243694000,2620273000,5105537000,2885448000,5110634000,3331389000
Euro area,EMU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493000,685000,2606000,5831000,10355000,11775000,6200000,1669000,6531000,11270000,13294000,14010000,86016000,81355000,41161000,29913000,24321000,34790000
Spain,ESP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,14871000,13217000,13290000,13141000,11442000,14411000,13703000,13815000,14709000,15575000,17333000,27362000,34680000,47564000,55461000,73590000,127029000,159822000,196699000,195861000,152265000,86159000,62268000,65552000,68079000,91729000,292809000,52517000,64816000,88797000,71684000,108207000,37187000,38764000,42583000,35834000,89406000,87936000,71687000,61699000,129828000,258755000,327820000,503023000,567068000,696050000,775473000,898344000
European Union,EUU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1623000,661000,1179000,1655000,3102000,3382000,4294000,4947000,11939000,7531000,11156000,9534000,11871000,14542000,26744000,31166000,31302000,36659000,36742000,39043000,54648000,56931000,42256000,38092000,52645000,31814000,19717000,11860000,14903000,21481000,17533000,10737000,11377000,11301000,6316000,8548000,7595000,10398000,7753000,10386000,9106000,163645000,11226000,15075000,21112000,16375000,97654000,28502000
France,FRA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,9297000,14972000,18202000,51664000,30032000,49375000,62703000,96535000,201992000,225151000,279004000,221913000,186995000,161979000,193505000,167922000,127130000,23825000,32976000,22171000,25583000,88867000,100238000,34958000,95380000,164826000,131185000,167958000,112153000,255777000,187743000,263249000,223854000,226481000,164122000,111527000,113837000,582837000,2245665000,260901000,290997000,256493000,259468000,879295000,240755000,202098000,147749000,529110000
United Kingdom,GBR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729000,1154000,0,1028000,2771000,148595000,40185000,42435000,27426000,55733000,91313000,144753000,102795000,184629000,103219000,423029000,473845000,510338000,1198918000,933159000,811113000,1112968000,1319417000,1739641000,2716855000
Ghana,GHA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,14107000,13204000,7433000,11104000,14243000,35979000,33532000,22519000,44205000,44079000,77006000,38892000,41657000,66361000,60022000,64827000,83501000,109642000,140921000,154021000,143689000,111743000,134350000,119782000,165707000,200834000,205717000,232115000,249874000,270419000,274314000,150836000,120729000,399573000,157016000,189538000,185350000,134057000,136636000,145269000,165905000,207241000,278326000,577249000,444240000,553118000,1152251000,1681328000
Gibraltar,GIB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,10908000,10550000,12186000,15043000,13383000,22437000,25986000,50678000,48615000,66934000,74471000,61589000,53393000,42628000,80404000,42594000,40366000,101811000,87033000,68371000,96050000,83928000,48782000,40054000,48078000,119123000,60053000,91686000,95858000,70974000,91229000,60164000,57655000,61976000,110025000,96841000,100451000,98168000,100108000,97768000,65152000,153609000,107813000,69346000,62855000,58084000,52649000,40963000
"Gambia, The",GMB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,110000,178000,251000,309000,362000,387000,318000,518000,223000,213000,366000,556000,8450000,4941000,3346000,389000,3503000,8477000,8890000,11719000,20153000,16847000,18697000,18382000,19604000,15501000,14795000,13454000,14572000,11047000,12686000,9572000,9017000,11309000,17406000,16053000,16760000,20056000,10279000,11885000,16777000,19764000,19310000,21747000,38946000,27754000,25614000,42485000
Guinea-Bissau,GNB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,268000,797000,1437000,2991000,2628000,2914000,1561000,1598000,2621000,3293000,3691000,2589000,4816000,2343000,16417000,3352000,1136000,3356000,8200000,5600000,4246000,1908000,2811000,2567000,3140000,1108000,1353000,2054000,995000,3069000,3640000,4119000,4709000,5865000,4548000,6329000,1095000,1449000,1377000,3822000,6118000
Equatorial Guinea,GNQ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,179000,185000,194000,325000,384000,1087000,239000,760000,270000,863000,508000,699000,3220000,2234000,2122000,3044000,2945000,3484000,1956000,2016000,2274000,4421000,5950000,6455000,5719000,5329000,5118000,7627000,7430000,10075000,9935000,12419000,11566000,10454000,5690000,5826000,7240000,8897000,9388000,15403000,13461000,6301000,28643000,11243000,14536000,19671000,73685000
Greenland,GRL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,23480000,23984000,40932000,21337000,34063000,25466000,32671000,37061000,52131000,68940000,82165000,68740000,63252000,93288000,168467000,159207000,169568000,174531000,222884000,166839000,116591000,186247000,336186000,180766000,204304000,218933000,231364000,224835000,197025000,202395000,191883000,216973000,217889000,240077000,546244000,570397000,708552000,875010000,916661000,1086105000,948677000,1346823000,981774000,2328424000,1239582000,1424030000,2116444000,3129279000
Guam,GUM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2182000,1411000,2450000,5003000,5284000,6489000,13505000,17281000,32400000,66874000,43705000,44121000,23448000,22296000,14908000,16552000,13115000,11079000,11681000,28664000,68794000,45693000,42966000,47507000,38791000,50551000,48774000,50486000,51585000,33037000,22890000,20015000,25041000,27986000,27325000,15846000,15112000,15841000,16097000,8462000,15722000,20310000,119266000,20809000,23504000,43672000,47654000,67923000
High income,HIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,8123000,11195000,16026000,20796000,25460000,31333000,111918000,64017000,79065000,123882000,91812000,102277000,97808000,89759000,90703000,89877000,114210000,179169000,187868000,92021000,186680000,157980000,213584000,215586000,269586000,315205000,397390000,354388000,338113000,305327000,258973000,246453000,260847000,280222000,201982000,266524000,203111000,234229000,277352000,340665000,451824000,921523000,824299000,782581000,491335000,1059240000,790570000,429689000
Heavily indebted poor countries (HIPC),HPC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,3627000,4391000,3846000,5635000,6083000,6820000,9647000,17961000,17133000,11932000,18704000,18220000,11487000,10332000,13198000,13845000,10258000,17706000,18634000,19422000,10405000,10012000,2814000,2814000,2842000,38987000,14713000,18637000,17239000,20371000,19128000,12786000,8133000,23003000,58367000,33613000,33682000,23278000,34282000,26455000,122472000,2184000,499000,6144000,18096000,27024000,65490000,59486000
Hungary,HUN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,119901000,162357000,214461000,327150000,509886000,681597000,850997000,1371513000,2113008000,2015701000,1632496000,1784999000,1942083000,1798019000,2266473000,3036253000,3285245000,4059579000,5240530000,5993884000,5811538000,6541104000,7779754000,9136139000,8949551000,10197975000,14897068000,13011486000,11203544000,11711498000,9297384000,7883133000,10550304000,12930778000,14625716000,15746360000,16426363000,18810964000,17000554000,20431083000,26201660000,25164484000,29527021000,33741246000,52817651000,45162358000,57213151000,22728820000
IDA only,IDX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,309975565.6,348065664.4,437286689.7,798766512.8,649602775.6,753132148.9,865303698.7,1083827639,1235057694.8,1604877939.8,2180520609.3,2187179377.2,1918809043.4,1617892755.2,1569510069.7,1684220918.8,2285143215.6,2640511228.7,2604235153.9,2406381707,2623153653.7,2930880543.7,2391913089,2366038918.5,2849601346.6,3634714201.7,3680270705.6,3570361261.4,3339353668.9,3482283280.8,3348367988.6,3098568922,2807979947.1,3239670726.2,2950274681.1,3139380289.9,3014114297.7,3928472022.6,5158477434.6,5898187703.3,6661887138.1,7795115086.4,7959653347.6,8556364493.7,8982399873.2,9177613228.9,11428037623.7,17431092928.7
Isle of Man,IMN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,718697000,353773000,395101000,435864000,545438000,571021000,559267000,583243000,683825000,724828000,767216000,754427000,921406000,1062990000,1091181000,1321644000,2218930000,1730392000,1810063000,1694043000,2420418000,2636591000,3028334000,3805995000,4864674000,6641376000,6451549000,6769849000,6352203000,5893746000,6424931000,7333504000,11205534000,20210250000,13062103000,19383512000,12412202000,32096775000,23684613000,10990369000,19017651000,22227261000,21201727000,28931328000,80773865000,38772512000,65971736000,31103992000
Not classified,INX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,535992000,530548000,482857000,549783000,380105000,339111000,310108000,210401000,335296000,125554000,223773000,183502000,192692000,390060000,2370665000,4119851000,5102453000,5272894000,2042100000,3260937000,2353215000,793161000,988262000,1201458000,1427397000,1756509000,1699057000,1965170000,2166740000,2027347000,1531953000,1393526000,442856000,395636000,472625000,718018000,1963952000,171915000
Iraq,IRQ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,170186000,174053000,181635000,185030000,197564000,208834000,564396000,182105000,577598000,164022000,102850000,173302000,116124000,128257000,100721000,163092000,265571000,243688000,266878000,246491000,291473000,365644000,391944000,266503000,287510000,341424000,373440000,401683000,298808000,390299000,425601000,406012000,493959000,509169000,510129000,551699000,319073000,596552000,474301000,735515000,345449000,727759000,1083498000,359044000,508991000,3242340000,1204672000,724281000
Jordan,JOR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2740000,4839000,7033000,8549000,10782000,14273000,19493000,35442000,45928000,73051000,103000000,182938000,131907000,175862000,207064000,269378000,319695000,412005000,594101000,263051000,241861000,342186000,378981000,304609000,286661000,328881000,570381000,481292000,413136000,261997000,308497000,314709000,313822000,910473000,459997000,366343000,371085000,434761000,2430000000,424882000,513111000,599234000,615112000,606318000,909894000,1601050000,1652385000,1134514000
Japan,JPN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374000,22454000,105117000,191631000,266920000,623347000,903210000,2154847000,2627388000,3391763000,4492113000,7848306000,11417164000,12139450000,23570625000,29011422000,20032292000,34638695000,26225608000,20861806000,28341503000,27853572000,31266446000,17412878000,36574519000
Kenya,KEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,28786000,34729000,27572000,35566000,57009000,90120000,106546000,222504000,130606000,151150000,195361000,235431000,242247000,253011000,283241000,304106000,306108000,278166000,323187000,294995000,352011000,359149000,327057000,304879000,538074000,565951000,503464000,375148000,403558000,459306000,406595000,350045000,396209000,426566000,257169000,439479000,320078000,336255000,288724000,259080000,259672000,289518000,357050000,343249000,959130000,439786000,530415000,1433592000
Kyrgyz Republic,KGZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36343000,32374000,9702000,41289000,50418000,85868000,111068000,77104000,102175000,99075000,73297000,38077000,126718000,260576000,200123000,461839000,314457000,266254000,305021000,310133000,320058000,342692000,1081550000
Cambodia,KHM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4785000,4920000,4188000,4192000,8098000,0,921000,1282000,3195000,5067000,7713000,15262000,12645000,19426000,26066000,33396000,276885000,491528000,549603000,584582000,670280000,618845000,515192000
Kiribati,KIR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,3230767000,3459302000,3986609000,5073881000,6280773000,6690734000,7991245000,10689855000,15968779000,21743247000,19594372000,20427833000,19700601000,14102956000,15509341000,12270734000,15039672000,13930693000,17387095000,19819976000,16963595000,16205034000,25109034000,31150070000,29725037000,36611147000,58230405000,73378184000,72597394000,92086018000,96868273000,92895918000,79512876000,77681688000,86946113000,76678891000,115720634000,94785256000,93863494000,93142476000,93295668000,115837038000,118332494000,135485061000,127964727000,161718674000,208696603000,178416879000
Lao PDR,LAO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1399000,1582000,2985000,4484000,4762000,5087000,5123000,5958000,8586000,11446000,1082000,946000,3236000,2483000,4473000,3704000,3832000,5206000,4809000,13109000,5513000,5188000,5542000,23662000,14923000,17501000,18993000,15002000,16449000,19552000,22920000,24335000,48743000,56699000,72592000,79805000,130796000,137165000,148620000,149724000,217201000,207931000,175620000,198497000,226785000,237666000,325527000,1962567000
Lebanon,LBN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2368000,7018000,6948000,8521000,9261000,8870000,6167000,6266000,5842000,6083000,7361000,40012000,51643000,42643000,45803000,59789000,42467000,42191000,34247000,28693000,27443000,32762000,39935000,44848000,95729000,104081000,70119000,437910000,169448000,279528000,883840000,697384000,1133035000,1870578000,2992526000,2171816000,3004405000,3078357000,2904812000,3095652000,2631672000,3742894000,2641702000,1800961000,2253661000,2205492000,2539022000,3486730000
Liberia,LBR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,11445000,10845000,11950000,11928000,14550000,27297000,15502000,19024000,13284000,51861000,15206000,8009000,19528000,9357000,8870000,8403000,13963000,5426000,10739000,1833000,1205000,15213000,0,13270000,13601000,0,0,0,0,0,0,0,0,0,0,0,16000,260716000,37464000,4300000,3744000,2550000,3475000,4645000,5601000,5363000,7744000,18522000
Libya,LBY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,651000,667000,741000,686000,716000,951000,1034000,1288000,2410000,3203000,5922000,7170000,6077000,5806000,6186000,6535000,6879000,8193000,10285000,20879000,13891000,9434000,15636000,9826000,14204000,17828000,26368000,32442000,27847000,29933000,31262000,28176000,20457000,16827000,45613000,18281000,20398000
Latin America & Caribbean,LCN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
