Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,560000,6715000,824165000,1122032000,2097070000,1150418000,1348360000,1215575000,1084449000,1589055000,3439994000,1646082000,4000000,13438000,84424000,155201000,264567000,302496000,3706276000,2623009000,1756119000,3011536000,1705599000,1778213000,2454656000,2596751000,3411297000,5170197000,6298233000,8239369000,14474915000,13169291000,15783554000,15728541000,15998063000,19678682000,16143353000,19789492000,16630356000,15089280000
Russian Federation,RUS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993627000,1437635000,2180871000,3273015000,2638177000,1408857000,4239770000,2677933000,3333262000,5587482000,5558423000,13031342000,11093642000,29121271000,37425358000,24767431000,64011908000,74280731000,42977168000,33072457000,30863537000,34182427000,68661240000,81730575000,51555331000,69823386000
Rwanda,RWA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,272000,347000,430000,126000,425000,280000,655000,743000,1031000,994000,2579000,2382000,2462000,5021000,6387000,9345000,10137000,11456000,8749000,13910000,8906000,11375000,9674000,11090000,1489000,11366000,8940000,10150000,8989000,11958000,13113000,10883000,9086000,12107000,13726000,13156000,17779000,16159000,8615000,5311000,8301000,11663000,12899000,13527000,15161000,78982000,83359000,31489000
South Asia,SAS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,897443000,496314000,539859000,589955000,735744000,905667000,866924000,933660000,1025508000,1137802000,1206937000,1229639000,1412179000,2013151000,1914969000,2282329000,3221234000,2880815000,3122427000,2989328000,3855903000,4113951000,4849500000,5749060000,7849943000,9290450000,8892029000,10071562000,8378915000,8479008000,9040958000,10237346000,13965017000,22748507000,17030382000,21783642000,14902069000,34967930000,27169111000,15227687000,23854175000,26167726000,25735421000,34004721000,89480837000,44791591000,72232242000,43596897000
Saudi Arabia,SAU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,21132000,26664000,36802000,39679000,39301000,77490000,71974000,41806000,53719000,32304000,53445000,51374000,98864000,40009000,40502000,16086000,151236000,41609000,58037000,45395000,14638000,12159000,14085000,9335000,2619000,14541000,0,158000,1262000,5705000,143005000,138131000,80056000,188308000,204373000,291063000,209213000,216259000,218850000,362366000,397453000,415626000,273639000,211275000,178578000,411860000,226182000,526332000
Senegal,SEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,9417000,12593000,11120000,32153000,24388000,22786000,25922000,36409000,74385000,85619000,156306000,79103000,30521000,29460000,44232000,52152000,97811000,158790000,164588000,131479000,140986000,141892000,97237000,57891000,124989000,155585000,117811000,97478000,155854000,129979000,127271000,124319000,124639000,133775000,232286000,111620000,111017000,126261000,126086000,145935000,228720000,235548000,211120000,267582000,213698000,193367000,207006000,229391000
Singapore,SGP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,12000,14000,16000,12000,12000,61000,656000,890000,961000,1116000,3010000,5664000,7002000,8572000,5180000,7147000,12540000,6548000,6327000,4382000,7829000,7338000,6249000,4504000,3340000,5509000,12254000,10005000,2818000,10690000,10786000,7592000,17467000,12600000,21766000,38885000,13461000,8536000,13242000,15882000
Sierra Leone,SLE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,10585000,6286000,8057000,9184000,10514000,11180000,16826000,12303000,29885000,34879000,42932000,41865000,18736000,15601000,17378000,9428000,7814000,6841000,9617000,3946000,7392000,2483000,11211000,4889000,14093000,56655000,46954000,7231000,13543000,6564000,9649000,9194000,8009000,8431000,8867000,4803000,7780000,5036000,2422000,3336000,4837000,7038000,7867000,9808000,14201000,14574000,21626000,29201000
El Salvador,SLV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,22932000,30379000,28056000,44520000,47988000,81423000,63131000,97490000,64126000,66436000,38414000,41146000,57908000,111721000,136335000,143125000,141836000,131221000,119221000,99421000,125112000,170104000,155432000,178911000,252075000,166745000,182719000,133200000,299055000,168617000,162813000,179403000,204848000,391766000,468554000,405945000,672387000,551393000,489986000,686579000,604165000,756999000,628360000,559486000,679463000,559824000,662931000,1538234000
San Marino,SMR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,498000,592000,1199000,1786000,1964000,2197000,1674000,2158000,3089000,3166000,7115000,43191000,5026000,7558000,5438000,2301000,3223000,3842000,1121000,6955000,2604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33226000
Serbia,SRB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,380961000,542781000,752977000,853009000,979388000,1160266000,1144162000,1231005000,1309124000,2238168000,2382654000,1861094000,2097439000,1656599000,1572626000,1199932000,1540171000,1366755000,1243408000,1819909000,2726640000,2390778000,964822000,12406000,0,0,0,0,0,0,0,30040000,79303000,168342000,352641000,569803000,1319295000,2333544000,3485790000,3612546000,3431341000,4256984000,4755683000,6295788000,6321102000,2987125000,5023474000,3626255000
Sub-Saharan Africa (excluding high income),SSA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,386494565.6,426707664.4,510782689.7,988169512.8,825449775.6,1025147148.9,1177639698.7,1320561639,1460184694.8,1905836939.8,2780379609.3,3128996377.2,3210656043.4,3609703755.2,4428159069.7,5405077918.8,4344647215.6,3761531228.7,4023311153.9,3528388707,4598585653.7,4283636543.7,3600728089,3468996918.5,6526256346.6,7048039201.7,8524176705.6,9769123261.4,8196939668.9,8346729280.8,8595563988.6,9583559922,8918792947.1,8606170726.2,8322767681.1,12201868289.9,17717563297.7,9960579022.6,12271026434.6,10257144703.3,10546386138.1,13956657086.4,17196854347.6,21836514493.7,21783258873.2,16446990228.9,25150435623.7,34122846928.7
South Sudan,SSD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,904000,1112000,1621000,2016000,2299000,1506000,836000,2476000,1291000,2515000,1126000,821000,1312000,890000,1246000,837000,1322000,1640000,1964000,2606000,2186000,1602000,1690000,2376000,3881000,4421000,4560000,4239000,1719000,1741000,1181000,1096000,10758000,4766000,11137000,680000,1118000,2776000
Suriname,SUR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1501000,2586000,7251000,8071000,3359000,2455000,1067000,916000,1695000,3681000,7514000,9824000,11880000,12875000,10047000,15694000,17466000,29693000,20051000,18732000,34230000,18304000,14541000,15026000,17752000,13505000,18657000,14338000,12021000,15181000,12389000,12644000,10746000,13230000,27256000,18769000,19520000,23807000,35115000,29507000,29268000,28007000,35458000,20626000,27518000,18734000,27189000,32102000
Sint Maarten (Dutch part),SXM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78676000,67582000,355082000,100226000,184688000,239452000,262943000,0,0,0,0,0,0,560094000,498847000,507792000,509250000,0,0,0,0,0,324580000
Turks and Caicos Islands,TCA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,2541000,5829000,3587000,2829000,2613000,5073000,3665000,2829000,2457000,1824000,2624000,558000,1043000,183000,3034000,10285000,3331000,2350000,3112000,3358000,3216000,4057000,3877000,6282000,7662000,3273000,9865000,10940000,8487000,13406000,13159000,12339000,9259000,15795000,14510000,24089000,24001000,33827000,104672000,41728000,45225000,56895000,58353000,94529000,538591000,26836000,29843000,214603000
East Asia & Pacific (IDA & IBRD countries),TEA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1616000,1686000,4169000,5378000,6538000,12126000,19470000,46996000,36557000,18676000,18522000,50840000,46871000,22671000,37880000,51375000,83923000,32304000,24999000,24748000,26827000,19360000,9189000,5727000,6301000,6559000,20416000,28287000,16138000,19666000,9944000,12295000,1601000,1743000,2854000,7948000,15343000,3823000,140100000,39476000,27778000,9959000,12950000,37770000,30068000,23919000,41025000,42767000
Thailand,THA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,130641000,157390000,139064000,212102000,168921000,253691000,271328000,316839000,605940000,640172000,781785000,628474000,801412000,1014468000,1384600000,1661293000,2020999000,1887455000,2585118000,2404267000,2983735000,2260801000,3197548000,4253344000,5165796000,4405425000,4313139000,6183622000,7818450000,9449617000,8961010000,15719792000,15810982000,12559464000,11213101000,16463878000,12794248000,20332591000,15416783000,11312797000,9385557000,8814525000,13316488000,11053867000,12937073000,17303663000,12332723000,11171872000
Tajikistan,TJK,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28894000,61032000,48217000,27559000,46316000,44502000,50839000,62359000,42022000,39389000,39333000,63997000,408719000,630457000,512944000,334454000,320398000,321669000,204580000,493400000,608335000
Turkmenistan,TKM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8653000,71580000,80281000,153877000,196971000,226012000,223820000,352953000,431106000,460563000,435692000,396861000,261415000,216490000,166299000,140810000,146428000,142811000,120928000,41022000,40561000,47068000,48071000,32596000,27560000
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556000,638000,793000,825000,785000,1029000,1134000,1034000,1154000,2080000,2430000,2677000,3176000,2765000,3302000,3671000,2018000,2704000,2750000,3326000,3662000,3183000,3556000,3749000,2407000,2658000,3273000,3414000,3405000,5934000,12562000,12195000,11133000
South Asia (IDA & IBRD),TSA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,46983000,50811000,72284000,61619000,62943000,68430000,64117000,117791000,152508000,204600000,260594000,362956000,332422000,413247000,441499000,475699000,550154000,728677000,649546000,673078000,872591000,793907000,858114000,844354000,928048000,923696000,860712000,825063000,817969000,909647000,1296093000,856355000,934893000,1011265000,1389640000,1186694000,1652871000,1587877000,1169612000,1349948000,1616971000,1905200000,1899469000,1799616000,1314366000,1474275000,1160588000,2454441000
Turkey,TUR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,106364000,111642000,157998000,128613000,156078000,172760000,201574000,234550000,361461000,479669000,594690000,804778000,1193256000,1165476000,1179553000,2378710000,2008527000,3051411000,3899904000,3770831000,3960539000,4894792000,5329572000,4638233000,6279703000,7020352000,6479250000,6973729000,9042241000,12530576000,13744452000,15049362000,15754443000,19797694000,20532587000,24650213000,23509808000,31637855000,40167772000,49661419000,45503077000,40181195000,41325360000,46937740000,41384647000,11880656000,61586522000,60624925000
Tuvalu,TUV,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,1700000,1639000,1853000,2251000,2528000,6294000,5281000,8811000,15631000,26472000,32529000,36968000,40027000,48551000,37375000,108617000,61431000,72337000,76143000,106738000,89193000,117897000,166362000,97841000,101095000,121552000,144350000,86062000,93412000,103605000,93733000,92370000,56843000,40490000,39490000,30966000,36081000,19719000,22258000,105172000,131313000,76112000,77891000,79708000,117399000,136708000,273410000,1444617000
Uganda,UGA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,4512000,4849000,5019000,19859000,9887000,7875000,5543000,12948000,7482000,14734000,32108000,38198000,33139000,37905000,40357000,38159000,34447000,43851000,77733000,71311000,65416000,68438000,50456000,93074000,86467000,68798000,55131000,59595000,66980000,60843000,26334000,17854000,26320000,31916000,36579000,98938000,69820000,49507000,52104000,49024000,39845000,35286000,37726000,44216000,154054000,45340000,779072000,424205000
Ukraine,UKR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,140094000,232541000,635730000,790727000,687487000,1336202000,1552828000,2121208000,1219961000,2464314000,2883349000,3019811000,4055482000,6700305000,8361020000,14346301000,18226177000,22865595000,21732486000,21113995000,26430100000,11741428000,22805788000,8311897000,10648692000
Upper middle income,UMC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,3855392000,4267089000,5105229000,6472165000,8042088000,8515688000,10045731000,13310668000,19700329000,26943069000,27481970000,29450465000,31181912000,25055573000,27406293000,28166262000,30317943000,31733266000,41541752000,41632597000,40595190000,38584236000,50894898000,58725659000,62541683000,73624574000,101984769000,119081701000,118601029000,152982426000,159651267000,162999954000,162962258000,177557856000,177691941000,206724121000,257301281000,244255676000,304089944000,319324590000,280251089000,290600466000,298466090000,349386306000,366457077000,442190292000,495905554000,530318659000
Uruguay,URY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071000,16408000,96721000,149381000,193730000,327013000,224497000,338687000,589285000,595679000,560216000,638228000,694694000,620276000,668549000,645638000,710314000,712934000,492811000,460407000,516409000,528876000,674278000,957841000,1003173000,2588477000
St. Vincent and the Grenadines,VCT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,8000,25000,27000,69000,146000,262000,814000,736000,734000,1222000,1439000,1641000,2104000,1955000,2452000,3019000,3842000,5495000,4870000,4512000,5631000,6773000,6674000,6094000,6117000,6636000,7441000,9223000,12861000,15467000,22122000,18307000,19844000,24875000,26248000,25007000,28190000,24542000,22066000,24800000,24634000,29527000
"Venezuela, RB",VEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,72418000,116189000,190847000,270082000,446811000,478770000,320878000,657264000,486870000,2295021000,2979536000,2532547000,2420300000,1644055000,1882106000,999526000,2019671000,2126993000,2430624000,746019000,1748786000,791976000,1013285000,1515379000,1373888000,2277796000,2314629000,2047233000,3134525000,2807648000,2920567000,4696846000,5225054000,6556339000,4053317000,2385432000,2222657000,4362458000,6760291000,7312721000,10058043000,14461209000,15526848000,14579550000,15025073000,16158508000,10489101000,7820089000
British Virgin Islands,VGB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1000000,1000000,1000000,1000000,1000000,142173000,99233000,103532000,174788000,209232000,210292000,224645000,202191000,504331000,588791000,1023761000,936686000,791283000,844041000,473638000,384064000,480371000,476985000,616803000,769992000,915043000,1048322000,3082163000,3275561000,3273835000,5300827000,4920527000,5732359000,9004427000
Vanuatu,VUT,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,290000,306000,331000,386000,384000,571000,2109000,705000,602000,968000,786000,871000,880000,828000,774000,840000,723000,473000,731000,892000,810000,885000,1055000,1559000,1084000,2154000,2130000,2539000,3523000,3563000,3378000,3590000,4915000,5534000,4988000,4895000,5268000
World,WLD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,75000,72000,183000,531000,560000,566000,2846000,1108000,1634000,2127000,2293000,1673000,1741000,2705000,2886000,3569000,4041000,2682000,2873000,3309000,3255000,2923000,3257000,2752000,3669000,2964000,3100000,3227000,2809000,3296000,4194000,3486000,3543000,4039000,4518000,4264000,4884000,5274000,5962000,5997000,7243000,7747000,8606000,9696000,13370000,13726000,15593000,17067000
Kosovo,XKX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36790000,268968000,75575000,84885000,93916000,100658000,93309000,79044000,91510000,300098000
"Yemen, Rep.",YEM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,226000,226000,4076000,3271000,3554000,13157000,8792000,8087000,11763000,24559000,63540000,56620000,39392000,58939000,68352000,76945000,151941000,185824000,153676000,79483000,117539000,82522000,78079000,57836000,65289000,57853000,59858000,119309000,65345000,81217000,131659000,93512000,100224000,114381000,94070000,100890000,112763000,134097000,139859000,154513000,175111000,180864000,193668000,274948000,279310000,98295000,357926000
South Africa,ZAF,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994454000,2070359000,2769479000,4680327000,2441783000,2843888000,2631000000,3172250000,3766399000,2951095000,2615973000,2870478000,4921402000,1703066000,4892000000,2773320000,3470185000,2736666000,5292545000,8701852000,3152556000,2686734000,7419790000,7565135000
Zambia,ZMB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,41266000,51639000,86179000,290125000,83421000,70347000,89801000,160770000,209204000,212647000,213185000,236709000,102528000,51453000,57903000,45687000,86707000,93239000,111729000,111450000,99592000,254169000,144927000,140493000,184668000,242018000,155993000,164563000,132305000,58353000,97569000,86054000,101162000,307010000,142801000,136398000,87363000,75462000,114032000,122075000,86443000,138551000,142953000,189715000,231026000,215161000,209698000,267257000
Zimbabwe,ZWE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,,,,,,,,,,4840000,4759000,5613000,10574000,9549000,5703000,5280000,4211000,4071000,7278000,39665000,34559000,47766000,332830000,153043000,197011000,208417000,255846000,277374000,225304000,246812000,259663000,389104000,415694000,376214000,398255000,396528000,418556000,689076000,384989000,210772000,107660000,46325000,58143000,86145000,44975000,33281000,54923000,54229000,65899000,336883000,1096495000,440425000,327487000,323252000,358248000,901535000,729384000
